ANSWER,CLUE
ÇUHA,SIK DOKUNMUŞ YÜN KUMAŞ
ÇUHA,SIK DOKUNMUŞ YÜNLÜ BİR KUMAŞ TÜRÜ
ÇUKURCA,HAKKARİ İLÇESİ
ÇUL,KIL DOKUMA
ÇUL,KILDAN KABA DOKUMA
ÇUMRA,KONYA İLÇESİ
ÇÖMLEK,TOPRAK TENCERE
ÇİL,DAĞ TAVUĞU
ÇİL,DAĞTAVUĞU
ÇİLE,İPLİK KANGALI
ÇİLEME,BÜLBÜL ŞAKIMA
ÇİLEME,"ISPANAK, PANCAR GİBİ SEBZELERLE PİRİNÇ VE BULGUR KARIŞTIRILARAK YAPILAN BİR YEMEK"
ÇİM,BAHÇE BİTKİSİ
ÇİM,"BUĞDAYGİLLERDEN, BAHÇELERİN, YOL KENARLARININ VE PARKLARIN YEŞİLLENDİRİLMESİNDE YARARLANILAN BİR BİTKİ"
ÇİM,YEŞİLLİK İÇİN DİKİLEN BİTKİ
ÇİMENTO,İNŞAATTA KULLANILAN MALZEME?
ÇİN,ASYA'DA BİR ÜLKE
ÇİN,BİR ÜLKE
ÇİNAKOP,LÜFE BALIĞININ KÜÇÜĞÜ
ÇİNAKOP,LÜFER BALIĞININ KÜÇÜĞÜ
ÇİNAKOP,LÜFERİNKÜÇÜĞÜ
ÇİNE,AYDIN İLÇESİ
ÇİR,"BAŞKA, ÖTEKİ, DİĞER"
ÇİR,"KAYISI, ERİK KURUSU"
ÇİRKEF,PİS VE BULANIK
ÇİRİŞ,AYAKKABI YAPIŞTIRICISI
ÇİT,BAHÇE DUVARI
ÇİT,"BAĞ, BAHÇE GİBİ YERLERİN ÇEVRESİNE ÇALI, KAMIŞ, AĞAÇ GİBİ ŞEYLERDEN ÇEKİLEN DUVAR"
ÇİT,"YAZMA, YEMENİ"
ÇİT,ÇALI ÇIRPIDAN DUVAR
ÇİTA,HIZLI KOŞAN HAYVAN
ÇİTA,KEDİGİLLERDEN BİR HAYVAN
ÇİTA,UZUN VE ENSİZ TAHTA
ÇİTA,ÇOK HIZLI KOŞAN BİR HAYVAN
ÇİTARİ,İZMARİTGİLLER DEN BİR BALIK
ÇİTARİ,İZMARİTGİLLERDEN BİR BALIK
ÇİTEN,KUZU AĞILI
ÇİVRİL,DENİZLİ İLÇESİ
ÇİVRİL,DENİZLİ'NİN BİR İLÇESİ
ÇİY,ŞEBNEM
ÖBEK,KÜME
ÖBEK,"KÜME, GRUP"
ÖCÜ,"KÜÇÜK ÇOCUKLARI KORKUTMAK İÇİN UYDURULMUŞ HAYALİ YARATIK, UMACI"
ÖCÜ,UMACI (HALK AĞZI)
ÖD,SAFRA
ÖDEM,VÜCUTTA AŞIRI MİKTARDA SIVI BİRİKMESİ
ÖDEM,VÜCUTTA SIVI BİRİKMESİ
ÖDEM,İLTİHAPSIZ ŞİŞ
ÖDEME,TEDİYE
ÖDEME,"İFA, TEDİYE"
ÖDEMİŞ,İZMİR İLÇESİ
ÖDETİ,AİDAT
ÖDEV,"VAZİFE, VECİBE"
ÖDEV,"YAPILMASI, YERİNE GETİRİLMESİ, GEREKLİ OLAN İŞ VEYA DAVRANUŞ, VAZİFE"
ÖDÜNÇ,İLERİDE GERİ VERİLMEK VEYA ALINMAK ŞARTIYLA (ALINAN VEYA VERİLEN)
ÖDÜNÇ,"İLERİDE GERİ VERİLMEK VEYA ALINMAK ŞARTIYLA VERİLEN, ALINAN ŞEY"
ÖFKE,"ENGELLEME, İNCİNME GİBİ DURUMLARA GÖSTERİLEN SALDIRGANKLIK TEPKİSİ"
ÖFKE,HİDDET
ÖFKE,"KIZGINLIK, HIŞIM, HİDDET"
ÖGE,BAŞKA ŞEYLERİN KENDİSİNDEN TÜREDİĞİ İLK MADDE
ÖGE,"ELEMAN, UNSUR"
ÖGE,"UNSUR, UZUV, ELEMAN"
ÖKE,DAHİ
ÖKE,"DAHİ, DEHA SAHİBİ"
ÖKE,"DEHA SAHİBİ, DAHİ"
ÖKE,MİHRAK
ÖKSE,"KUŞ TUTMAKTA KULLANILAN, AYNI ADLI MACUNLA BULANMIŞ DEĞNEK"
ÖKSE,KUŞ TUZAĞI
ÖKÇE,TOPUĞUN ARKA BÖLÜMÜ
ÖKÜZ,BİR HİZMET HAYVANI
ÖL,TOPRAĞIN NEMİ
ÖLET,ÖLDÜRÜCÜ HASTALIK SALGINI
ÖLM,ÖLÜM TARİHİ (KISACA)
ÖLÇEK,BİRİM KABUL EDİLEN HERHANGİ BİR ŞEYİN ALABİLDİĞİ KADAR ÖLÇÜ
ÖLÇEK,TAHIL ÖLÇME KABI
ÖLÜK,HALSİZ
ÖMER,‘... GÜMELİ’ (ŞAİR)
ÖMERLİ,MARDİN İLÇESİ
ÖMERLİ,MARDİN'İN BİR İLÇESİ
ÖNAL,"‘FÜSUN ...’ (ŞARKICI, YAZAR)"
ÖNALIM,ŞUFA HAKKI
ÖNDER,"LİDER, ŞEF"
ÖNEL,"EK SÜRE, MEHİL"
ÖNEL,MEHİL
ÖNEM,EHEMMİYET
ÖNERERKAN,RESİMDEKİ OYUNCU
ÖNERİ,TEKLİF
ÖNEZE,AVCILARIN AV BEKLEMEK İÇİN TAŞ YIĞINLARINDAN YAPTIKLARI PUSU
ÖNEZE,PUSUDAKİ AVCI
ÖNGÖRÜ,BİR İŞİN İLERİSİNİ KESTİRME VEYA BİR İŞİN NASIL BİR YOL ALACAĞINI ÖNCEDEN ANLAYABİLME
ÖNTASAR,BİR TASARIN İLK BİÇİMİ
ÖP,“. BABANIN ELİNİ” (FİLM)
ÖRDEK,BADİ
ÖRE,"DANİMARKA, İSVEÇ VE NORVEÇ’İN KÜÇÜK PARA BİRİMİ"
ÖREK,BAŞIBOŞ GEZEN HAYVAN SÜRÜSÜ
ÖREK,HALK DİLİNDE DUVAR
ÖREKE,BİR UCU ÇATAL DEĞNEK
ÖREKE,"EĞRİLMEKTE OLAN YÜN, KETEN VB. ŞEYLERİN TUTTURULDUĞU BİR UCU ÇATAL DEĞNEK"
ÖREKE,ÇATAL YÜN EĞİRME DEĞNEĞİ
ÖREN,ESKİ KENT KALINTISI
ÖRF,GELENEK
ÖRGE,MOTİF
ÖRGÜ,TRİKOTAJ
ÖRGÜ,ÖRME İŞİ VEYA BİÇİMİ
ÖRK,HAYVAN BAĞLAMA İPİ
ÖRK,HAYVANLARI ÇAYIRA BAĞLAMAYA YARAYAN KALIN İP. HAYVAN BAĞLANAN İP
ÖRS,BİÇİMLERİ YAPILACAK İŞE GÖRE DEĞİŞEN DEMİR
ÖRS,DEMİRCİ ARACI
ÖRS,KUNDURACI ARACI
ÖRÜ,HALK DİLİNDE OTLAK
ÖRÜ,YAMA ÖRGÜSÜ
ÖRÜ,ÖRME İŞİ
ÖRÜK,SAÇ ÖRGÜSÜ
ÖSTAKİ,ORTA KULAKTA KANAL
ÖTANAZİ,ÖLME HAKKI
ÖTE,BERİ KARŞITI
ÖTE,MAVERA
ÖTEKİ,"ÖBÜRÜ, DİĞERİ"
ÖTELEME,ERTELEME
ÖTELENEN,‘... HAYATLAR’ (ALİ HAYDAR KOYUN KİTABI)
ÖTV,ÖZEL TÜKETİM VERGİSİ
ÖTV,ÖZEL TÜKETİM VERGİSİ (KISACA)
ÖVEÇ,İKİ VEYA ÜÇ YAŞINDAKİ ERKEK KOYUN
ÖVEÇ,"İKİ, ÜÇ YAŞINDAKİ ERKEK KOYUN"
ÖVGÜ,METHİYE
ÖVÜNÇ,"KIVANÇ, İFTİHAR"
ÖYKÜ,HİKAYE
ÖYKÜKARAYEL,RESİMDEKİ OYUNCU
ÖZ,NEFİS
ÖZ,ÜVEY KARŞITI
ÖZ,ÜVEY OLMAYAN
ÖZALP,VAN İLÇESİ
ÖZALP,VAN'IN BİR İLÇESİ
ÖZE,"HAS, MAHSUS"
ÖZEK,BİR ŞEYİN MERKEZİ
ÖZEL,HUSUSİ
ÖZELLİK,"HUSUSİYET, SPESİYALİTE"
ÖZEN,"İTİNA, İHTİMAM"
ÖZENÇ,İMRENME
ÖZERK,"MUHTAR, OTONOM"
ÖZET,"HÜLASA, FEZLEKE"
ÖZGE,BAŞKA
ÖZGETORER,RESİMDEKİ OYUNCU
ÖZGEYAĞIZ,RESİMDEKİ OYUNCU
ÖZGEÖZACAR,RESİMDEKİ OYUNCU
ÖZGÜKAYA,RESİMDEKİ OYUNCU
ÖZGÜNAMAL,RESİMDEKİ OYUNCU
ÖZÜR,MAZERET
ÖÇ,İNTİKAM
ÖŞÜR,ESKİDEN TOPRAK VERGİSİ
ÜCRA,UZAKTA OLAN
ÜCRA,ÇOK UZAKTA BULUNAN
ÜCRA,"ÇOK UÇTA, KENARDA OLAN"
ÜCRA,"ÇOK UÇTA, KENARDA VEYA KIYIDA KÖŞEDE OLAN"
ÜCRET,İŞ GÜCÜNÜN KARŞILIĞI
ÜCRET,İŞ GÜCÜNÜN KARŞILIĞI OLAN PARA VEYA MAL
ÜCRET,İŞ İÇİN ÖDENEN PARA
ÜDEBA,EDEBİ ESER YAZANLAR
ÜDEBA,"EDEBİ ESER YAZANLAR, YAZARLAR, EDİPLER"
ÜDEBA,EDİPLER
ÜDEBA,"YAZARLAR, EDİPLER"
ÜFLEÇ,ALEV PÜSKÜRTEN ARAÇ
ÜFTADE,DÜŞKÜN
ÜLEŞ,PAY
ÜLFET,ALIŞMA
ÜLKE,DEVLET
ÜLKE,MEMLEKET
ÜLKER,"BİR YILDIZ KÜMESİ, SÜREYYA"
ÜLKER,"YEDİKIZKARDEŞ, SÜREYYA, PEREN OLARAK DA BİLİNEN YILZID KÜMESİ"
ÜLKER,"YEDİKIZKARDEŞ, SÜREYYA, PERVİN"
ÜLKÜ,ATATÜRK'ÜN MANEVİ KIZININ İSMİ
ÜLKÜ,"DAVA, İDEAL"
ÜLKÜ,İDEAL
ÜLSER,YARA
ÜLSER,ÖZELLİKLE MİDEDE GÖRÜLEN YARA
ÜMERA,AMİRLER
ÜMMET,BİR PEYGAMBERE İNANIP ONUN YOLUNU SEÇEN KİMSELERİN TÜMÜ
ÜMMET,BİR PEYGAMBERİN GETİRDİKLERİNE İNANIP ONA TABİ OLANLAR
ÜMMET,MÜSLÜMANLARI N TÜMÜ
ÜMMİ,OKUMA YAZMASI OLMAYAN
ÜMMİ,OKUYUP YAZMASI OLMAYAN
ÜMRAN,BAYINDIRLIK
ÜMİT,"UMMA, UMUT"
ÜMİT,UMUT
ÜMİT,"‘... PARSIL’ (RESSAM, YAZAR)"
ÜMİTLİ,UMUTLU
ÜMİTVAR,UMUTLU
ÜN,SES
ÜN,ŞÖHRET
ÜN,"ŞÖHRET, ŞAN"
ÜNAL,‘ÜMİT ...’ (YÖNETMEN)
ÜNKAN,TANINMIŞ SOYDAN GELEN
ÜNLÜ,NAMLI
ÜNLÜ,ÜN SALMIŞ OLAN
ÜNLÜ,ŞÖHRETLİ
ÜNS,"ALIŞKANLIK, ALIŞMA"
ÜNSAL,‘ONUR ...’ (AKTÖR)
ÜNYE,ORDU İLÇESİ
ÜNYE,ORDU'NUN BİR İLÇESİ
ÜNİK,"TEK, EŞİ OLMAYAN"
ÜNİTE,BİRİM
ÜNİTER,MERKEZİYETÇİ
ÜRAT,SİDİK ASİDİ TUZU
ÜRAT,ÜRİK ASİT TUZU
ÜRE,AZOTLU BESİNLERİN VÜCUTTA YANMASIYLA OLUŞAN AZOTLU MADDE
ÜRE,CLUE
ÜRE,VÜCUTTA BİRİKEN AZOTLU MADDE
ÜRE,İDRARDAKİ AZOTLU MADDE
ÜRE,İDRARDAKİ MADDE
ÜRE,İDRARLA DIŞARI ATILAN AZOTLU MADDE
ÜREM,"FAİZ, GETİRİ"
ÜREM,"FAİZ, NEMA"
ÜRETEÇ,"DİNAMO, JENERETÖR"
ÜRETEÇ,JENERATÖR
ÜRETEÇ,"JENERATÖR, DİNAMO"
ÜRETİM,İSTİHSAL
ÜRGÜP,NEVŞEHİR İLÇESİ
ÜRGÜP,NEVŞEHİR'İN BİR İLÇESİ
ÜRKEK,ÇEKİNGEN
ÜRKÜ,PANİK
ÜROLOG,BEVLİYECİ
ÜRTİKER,"CİLTTE ÇEŞİTLİ SEBEPLERLE OLUŞAN KAŞINTILI DÖKÜNTÜLER, KURDEŞEN"
ÜRTİKER,KURDEŞEN
ÜRYAN,ÇIPLAK
ÜRYANİ,İNCE KABUKLU BİR ERİK
ÜRYANİ,İNCEKABUKLU BİR ERİK
ÜRÜN,MAHSUL
ÜRİSEMİ,KANDAKİ ÜRİK ASİT MİKTARI
ÜS,ASKERİ HAREKAT MERKEZİ
ÜS,ASKERİ TOPLANMA BÖLGESİ
ÜS,SÜREKLİ VEYA GEÇİCİ OLARAK KONAKLANILAN YER
ÜSARE,ESİRLER
ÜSERA,ESİRLER KÖLELER
ÜSKÜRE,ÇUKUR ÇANAK
ÜST,'ALT' KARŞITI
ÜST,ALT KARŞITI
ÜST,ALT' KARŞITI
ÜST,YÜZEY
ÜSTAT,BİLİM VEYA SANAT ALANLARINDAN BİRİNDE ÜSTÜN BİLGİSİ VE YETENEĞİ OLAN KİMSE
ÜSTAT,BİR ALANDA YETENEĞİ OLAN KİMSE
ÜSTAT,SANATTA YETENEKLİ KİMSE
ÜSTELEMEK,ISRAR
ÜSTÜN,"BENZERLERİNE GÖRE DAHA YÜKSEK BİR DÜZEYDE OLAN, ONLARI GERİDE BIRAKAN"
ÜSTÜN,DAHA NİTELİKLİ
ÜSTÜPÜ,SANAYİ PAMUĞU
ÜTME,ATEŞTE KIZARTILMIŞ TAZE BUĞDAY
ÜTOPYA,HAYAL DÜNYASI
ÜTOPİK,HAYALİ
ÜTÜ,BİR EV ALETİ
ÜTÜ,KIRIŞIK GİDERME ARACI
ÜTÜ,ÜTÜLEME ARACI
ÜVEY,"YALNIZ YASACA AKRABA SAYILAN, ARALARINDA KAN BAĞI BULUNMAYAN"
ÜVEY,ÖZ OLMAYAN
ÜVEYİK,BİR AV KUŞU
ÜVEYİK,ETİ İÇİN AVLANAN BİR KUŞ
ÜVEYİK,ETİ İÇİN AVLANAN KUŞ
ÜVEZ,GÜLGİLLERDEN BİR AĞAÇ VE BU AĞACIN MUŞMULAYA BENZEYEN YEMİŞİ
ÜVEZ,MUŞMULA BENZERİ YEMİŞ
ÜYE,AZA
ÜZERLİK,NAZAR OTU
ÜZERLİK,"SUSAMA BENZEYEN, TOHUMLARI ACI OLAN, HALK HEKİMLİĞİNDE TEDAVİ ETTİĞİNE İNANILAN BİR BİTKİ"
ÜZERİ,"BİR ŞEYİN DIŞ YÜZÜ, YÜZEY"
ÜZÜM,BİR MEYVE
ÜZÜM,SALKIM DURUMUNDA BULUNAN MEYVESİ
ÜZÜMLÜ,ERZİNCAN İLÇESİ
ÜÇAYAK,SACAYAĞI
ÜÇETEK,ANADOLU'YA ÖZGÜ KADIN GİYECEĞİ
ÜÇETEK,BİR TÜR KÖYLÜ GİYECEĞİ
ÜÇETEK,ŞALVARIN ÜSTÜNE GİYİLEN VE ÖNDE UZUN İKİ PARÇASI OLAN BİR GİYSİ
ÜÇÜNCÜ,‘... SAYFA’ (ZEKİ DEMİRKUBUZ FİLMİ)
İADE,ALINMIŞ BİR ŞEYİ GERİ VERME
İADE,GERİ VERME
İADE,GERİ ÇEVİRME
İADELİ,"DİVAN ŞİİRİNDE HER BEYTİN SON SÖZCÜĞÜNÜ, SONRAKİ BEYTİN İLK SÖZCÜĞÜ YAPMA BİÇİMİNDE ORTAYA ÇIKAN SÖZ SANATI"
İANE,YARDIM
İANE,YARDIM PARASI
İARE,"EĞRETİ, ÖDÜNÇ"
İARE,ÖDÜNÇ VERME
İASOS,EGE BÖLGESİNDE GÜLLÜK KÖRFEZİ KIYISINDA ANTİK BİR KENT
İAŞE,YEDİRİP İÇİRME
İB,YEMEN'DE BİR KENT
İBA,"ÇEKİNME, SAKINMA"
İBAD,ESKİ DİLDE KOVMA
İBADET,ALLAHIN EMİRLERİNİ YERİNE GETİRME
İBADET,ALLAH’IN EMİRLERİNİ YERİNE GETİRME
İBADET,İNSANIN İNANDIĞI GÜCE KULLUĞUNU GÖSTERMEK İÇİN YAPTIĞI HAREKETLER
İBADETGAH,TAPINAK
İBARE,BİR DÜŞÜNCEYİ ANLATAN BİR VEYA BİRKAÇ CÜMLELİK SÖZ
İBARE,BİR DÜŞÜNCEYİ ANLATAN SÖZ
İBARE,BİRKAÇ CÜMLELİK SÖZ
İBATE,BARINDIRMA
İBDA,"YARATMA, YOKTAN VAR ETME"
İBDAİ,ÖZGÜN
İBER,AVRUPA’DA BİR YARIMADA
İBKA,YERİNDE BIRAKMA
İBLAĞ,"ULAŞTIRMA,ERİŞTİRME"
İBLİS,ŞEYTAN
İBN,"ESKİ DİLDE OĞUL, EVLAT"
İBO,İBRAHİM (KISA)
İBO,İBRAHİM İSMİNİN KISA SÖYLENİŞİ
İBOGA,GABON’DA YETİŞEN ZAKKUMGİLLERDEN BİR AĞAÇ
İBRA,AKLAMA
İBRA,"AKLAMA, TEMİZE ÇIKARMA"
İBRADI,ANTALYA İLÇESİ
İBRADI,ANTALYA'NIN BİR İLÇESİ
İBRANİ,ESKİ YAHUDİLERE VERİLEN AD
İBRAZ,"GÖSTERME, ORTAYA ÇIKARMA"
İBRAZ,"ORTAYA KOYMA, GÖSTERME"
İBRE,HAREKETLİ İĞNE
İBRE,"ÇAM, ARDIÇ, SEDİR GİBİ AĞAÇLARIN YAPRAĞI"
İBRE,"ÖLÇÜ ALETLERİ, SAAT VE GÖSTERGELERDE SAYI VEYA İŞARETLERİ GÖSTEREN HAREKETLİ İĞNE"
İBRE,ÖLÇÜ ALETLERİNDE HAREKETLİ İĞNE
İBRET,KÖTÜ BİR OLAYDAN ALINMASI GEREKEN DERS
İBRİK,EMZİKLİ SU KABI
İBRİK,KULPLU VE EMZİKLİ SU KABI
İBİBİK,"ÇAVUŞKUŞU, HÜTHÜT"
İBİK,HOROZ TEPELİĞİ
İBİK,"HOROZ TEPELİĞİ, KÖŞE-KENAR-UÇ"
İBİK,"HOROZ, HİNDİ VB.NİN TEPESİNDE BULUNAN KIRMIZI DERİ UZANTISI"
İBİK,"KÖSE, KENAR, UÇ"
İBİK,"KÖŞE, KENAR, UÇ"
İBİS,LEYLEĞE BENZER BİR KUŞ
İBİS,MISIR TURNASI
İBİZA,BİR İSPANYOL ADASI
İBİŞ,ARGODA ŞAPŞAL
İBİŞ,ORTA OYUNDA OYNAYAN KOMİK
İBİŞ,ORTA OYUNUNDA APTAL UŞAK ROLÜ
İBİŞ,ORTA OYUNUNDA APTAL UŞAK ROLÜNÜ OYNAYAN KOMİK
İBİŞ,ŞAPŞAL
İCABET,BİR ÇAĞRIYI YERİNE GETİRME
İCAR,KİRA
İCAT,BULUŞ
İCAT,YENİ BİR ŞEY YARATMA
İCAZ,AZ SÖZLE ÇOK ŞEY ANLATMA
İCAZET,DİPLOMA
İCAZET,İZİN
İCLAL,AĞIRLAMA
İCLAL,"‘... AYDIN’ (YAZAR, AKTRİS)"
İCLALAYDIN,RESİMDEKİ OYUNCU
İCMA,ESKİ DİLDE TOPLAMA
İCRA,BİR İŞİ YÜRÜTME
İCRA,KİRA
İCRA,YÜRÜTME
İD,BAYRAM
İD,BAYRAM (ESKİ DİL)
İDA,KAZ DAĞININ ESKİ ADI
İDA,KAZ DAĞININ MİTOLOJİDEKİ ADI
İDA,KAZDAĞLARI’ NIN ESKİ ADI
İDA,KAZDAĞLARI’NIN ESKİ ADI
İDADİ,ESKİDEN LİSE DÜZEYİNDE OKUL
İDAM,ÖLÜM CEZASI
İDAME,"SÜRDÜRME, DEVAM"
İDAME,"SÜRDÜRME, DEVAM ETTİRME"
İDARE,YÖNETİM
İDARECİ,HOŞGÖRÜLÜ
İDARECİ,YÖNETİCİ
İDAREHANE,"GAZETE, DERGİ VB. YAYIM KURUMLARINDA YAZI İŞLERİNE BAKILAN YER"
İDAREHANE,YÖNETİM YERİ
İDARELİ,TUTUMLU
İDARETEN,İDARE ETMEK ÜZERE
İDARİ,YÖNETİM
İDARİ,YÖNETİMSEL
İDDİANAME,SAVCININ HAZIRLADIĞI
İDE,(FELSEFEDE) DÜŞÜNCE
İDE,DÜŞÜNCE
İDE,FELSEFEDE FİKİR
İDEA,DÜŞÜNCE
İDEA,"DÜŞÜNCE, İDE"
İDEA,ÜLKÜ (FELSEFE)
İDEAL,ÜLKÜ
İDEAL,"ÜLKÜ, MEFKURE"
İDEFİKS,"SABİT FİKİR, SAPLANTI"
İDEFİKS,"SAPLANTI, SABİT FİKİR"
İDMAN,ALIŞTIRMA
İDOL,TARİH ÖNCESİ ÇAĞLARDA TANRILARA ADAK OLARAK SUNULAN HEYKELCİKLERE VERİLEN AD
İDOL,ÖRNEK ALINAN KİMSE
İDRAK,"ANLAMA, KAVRAMA YETENEĞİ"
İDRAK,"ANLAYIŞ, AKIL ERDİRME"
İDİ,“. AMİN DADA OUMEE” (1971-1979 ARASINDA DEVLET BAŞKANLIĞI DA YAPMIŞ OLAN UGANDALI ASKER)
İDİL,KIR YAŞAMI İÇİNDE AŞK KONUSUNU İŞLEYEN KISA ŞİİR
İDİL,ŞIRNAK İLÇESİ
İDİL,‘... FIRAT’ (AKTRİS)
İETT,İSTANBUL ELEKTRİK TRAMVAY VE TÜNEL İŞLETMELERİ
İFA,"BİR İŞİ YAPMA, YERİNE GETİRME"
İFA,BİR İŞİ YERİNE GETİRME
İFA,DEVEKUŞUNUN YELEĞİ
İFA,ÖDEME
İFADE,ANLATIM
İFAKAT,HASTALIKTAN KALKMA
İFAKAT,HASTALIKTAN SONRAKİ İYİLEŞME
İFLAS,"BATKINLIK, BATKI"
İFLAS,BORCUNU ÖDEYEMEYEN TÜCCARIN DURUMU
İFLAS,"MALİ OLARAK ÇÖKME, BORÇLARI ÖDEYEMEME DURUMU"
İFNA,"YOK ETME, TÜKETME"
İFRAZ,ARAZİ PARSELLEME
İFSAT,"DÜZENİ BOZMA, KARIŞIKLIK ÇIKARMA."
İFSAT,KARGAŞALIK
İFTAR,AKŞAM EZANIYLA BİRLİKTE ORUCUN SONA ERDİĞİ VAKİT
İFTAR,ORUÇ AÇMA VAKTİ; AKŞAM YEMEĞİ
İFTAR,ORUÇ AÇMA ZAMANI
İFTİRA,"BİR KMSEYE KASITLI VE ASILSIZ SUÇ YÜKLEME, KARA ÇALMA"
İFTİRA,SUÇ YÜKLEME
İFŞA,AÇIĞA ÇIKARMA
İGAN,IGA NEFROPATİSİ (KISALTMA)
İGAN,İKİ ÇATALLI YABA
İGLU,BUZDAN ESKİMO KULÜBESİ
İGUANA,HİNT KERTENKELESİ
İHA,İNSANSIZ HAVA ARACI
İHA,İNSANSIZ HAVA ARACI (KISALTMA)
İHAM,"EDEBİYATTA, İKİ YADA İKİDEN DAHA ÇOK ANLAMI OLAN BİR SÖZCÜĞÜ YAYGIN OLMAYAN ANLAMLARINI DÜŞÜNDÜRECEK YOLDA KULLANMA SANATI"
İHAM,KURUNTUYA DÜŞÜRME
İHANET,"HAİNLİK, HIYANET"
İHANET,SEVGİDE ALDATMA
İHATA,"KUŞATMA, SARMA"
İHATA,"KUŞATMA, ÇEVİRME"
İHATA,"KUŞATMA, ÇEVİRME, SARMA"
İHBAR,ELE VERME
İHBAR,HABER VERMEK
İHLAS,KURANDA 112. SURE
İHLAS,KURAN’DA 112. SURE
İHLAS,YÜREKTEN BAĞLILIK
İHMAL,"BOŞLAMA, SAVSAKLAMA"
İHMAL,SAVSAKLAMA
İHRACAT,DIŞ SATIM
İHTAR,UYARI
İHTİLAF,"ANLAŞMAZLIK, UYUŞMAZLIK"
İHTİMAL,BİR ŞEYİN OLABİLMESİ DURUMU
İHVAN,"DOSTLAR, ARKADAŞLAR"
İHVAN,YAKIN DOSTLAR
İHYA,YENİDEN CANLANDIRMA
İHYA,"YENİDEN CANLANDIRMA, DİRİLTME"
İHYA,"YENİDEN CANLANDIRMA, DİRİLTME."
İHZAR,"HAZIRLAMA, HAZIR ETME"
İK,ARABA OKUNUN EKSENİ
İK,İNSAN KAYNAKLARI
İK,İNSAN KAYNAKLARI (KISACA)
İKA,YAPMA ETME
İKA,"YAPMA, ETME"
İKABE,YERİNE KOYMA
İKABE,"YERİNE KOYMA, YERİNE KULLANMA"
İKAKO,AMERİKA’NIN SICAK BÖLGELERİNDE YETİŞEN BİR AĞAÇÇIK
İKAME,"YERİNE KOYMA, YERİNE KULLANMA"
İKAME,YERİNE KULLANMA
İKAMET,BİR YERDE OTURMA
İKAMET,"BİR YERDE OTURMA, EĞLEŞME"
İKAMET,EĞLEŞME
İKAMETGAH,"KONUT, MESKEN"
İKAMETGAH,"MESKEN, KONUT"
İKAR,ESKİ DİLDE DERİN HALE GETİRME
İKAZ,UYARI
İKAZ,"UYARI, İHTAR"
İKBAL,BAHT AÇIKLIĞI
İKDAM,GAYRETLE ÇALIŞMA
İKE,ABD BAŞKANI EİSENHOWER’İN TAKMA ADI
İKEBANA,JAPON ÇİÇEK DÜZENLEME SANATI
İKLİM,"ÜLKE, DİYAR"
İKNA,"KANDIRMA, İNANDIRMA"
İKNA,RAZI ETME
İKNA,"İNANDIRMA, KANDIRMA"
İKONA,"BİR KİŞİ, DÜŞÜNCE, AKIM YA DA HERHANGİ BİR ŞEYİ TEK BAŞINA SİMGELEYEN VE ANLATAN ŞEKİL YA DA RESİM"
İKONA,DOĞU KİLİSELERİNDE ERMİŞLERİN TAHTA PANO ÜZERİNE YAPILAN RESİMLERİNE VERİLEN AD
İKRAM,"ARMAĞAN ETME, SUNMA"
İKRAM,KONUĞU AĞIRLAMA
İKRAM,SUNULAN ŞEY
İKRAMİYE,BİR YERDE ÇALIŞAN KİMSELERE GENELLİKLE KAZANÇTAN DAĞITILAN YA DA İYİ ÇALIŞTIKLARI İÇİN VERİLEN AYLIK DIŞI PARA
İKRAMİYE,PİYANGODA ÇIKAN PARA
İKRAMİYE,PİYANGODAN ÇIKAN PARA
İKRAR,AÇIKÇA SÖYLEME
İKRAR,"ONAMA, TASDİK"
İKRAR,"ONAY, TASDİK"
İKRAZ,BORÇ VERME
İKS,İLKÖĞRETİM KURUM STANDARTLARI
İKSİR,İÇ FERAHLATICI İLAÇ
İKTİFA,YETİNME
İKTİSAT,EKONOMİ
İKTİZA,"GEREKLİ OLMA, GEREKME"
İKU,HİTİTLERDE ARAZİ FİYATLARININ SAPTANMASINDA KULLANILAN BİR ÖLÇÜ BİRİMİ
İKİ,... CAMBAZ BİR İPTE OYNAMAZ’ (ATASÖZÜ)
İKİ,BİR SAYI
İKİ,BİRDEN BİR ARTIK
İKİCİ,DÜALİST
İKİLEM,DİLEMMA
İKİLEM,"KIYASIMUKASSEM, DİLEMMA"
İKİLEM,"MANTIKTA, DİLEMMA"
İKİLEME,ANLAMI GÜÇLENDİRMEK İÇİN AYNI KELİMENİN TEKRARLANMASI.
İKİLEME,TARLAYI İKİ KEZ SÜRME
İKİLEME,TEKRARLAMA
İKİLEMEK,"YİNELEMEK, TEKRARLAMAK"
İKİLİ,İKİ PARÇADAN OLUŞAN
İKİLİ,İKİ YAN ARASINDA YAPILMIŞ
İKİLİ,İSKAMBİLDE BİR KAĞIT
İKİLİK,ANLAŞMAZLIK
İKİLİK,BİRLİK NOTANIN YARI SÜRE DEĞERİNDEKİ NOTA
İKİRCİK,"KARARSIZLIK, TEREDDÜT"
İKİZ,BİR DOĞUMDA OLMUŞ İKİ KARDEŞ
İKİZ,"EŞ, BENZER"
İKİZ,İKİSİ BİR ARADA DOĞAN (ÇOCUK)
İKİZCE,ORDU İLÇESİ
İKİZCE,ORDU'NUN BİR İLÇESİ
İKİZLER,BİR BURÇ ADI
İL,VİLAYET
İL,İSRAİL’İN PLAKASI
İLA,ESKİ DİLDE YEMİN ETME
